NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY /ORGANIZATION,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,SUMMARY,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE ADDED,Sys_BatchID
14124,GPHIN02256,GPHIN,2256,AMRO,United States Of America,USA,840,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"On February 29, the U.S. government announced it was suspending entry of foreign nationals who have been in Iran within the past 14 days.",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/summary.html,,2020-03-02,,2020-03-02,9261
11968,GPHIN00714,GPHIN,714,WPRO,China,CHN,156,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"On 9 February, Chinese Premier Li Keqiang stressed the role of scientific research to win the battle against the novel coronavirus outbreak. Li, also a member of the Standing Committee of the Political Bureau of the Communist Party of China (CPC) Central Committee and head of the leading group of the CPC Central Committee on the prevention and control of the epidemic, made the remarks while inspecting the Institute of Pathogen Biology at the Chinese Academy of Medical Sciences. Stressing the important role of effective drugs in curing patients and reducing mortality, Li urged researchers to ""race against time"" to pool wisdom and study treatments of cured cases in all-out research efforts on effective drugs. Li also stressed respecting science and scientific rules in drug and vaccine research to ensure safety and effectiveness.",,,,Official,http://www.china.org.cn/china/2020-02/10/content_75688586.htm,,2020-02-09,,2020-02-09,9261
14666,GPHIN02708,GPHIN,2708,WPRO,China,CHN,156,other,Hong Kong,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"The Goverment of Hong Kong has advised the public to avoid unnecessary travel to other provinces/cities of Mainland China, Iran, Italy (Emilia-Romagna, Lombardy and Veneto regions) and Korea. When travelling to other countries/areas with community transmission of COVID-19 virus including France, Germany, Japan, Singapore and other regions of Italy, etc., the public should avoid close contact with persons with fever or respiratory symptoms. If it is unavoidable to come into contact with them, put on a surgical mask and continue to do so until 14 days after returning to Hong Kong.",,,,Official,https://www.chp.gov.hk/en/index.html,,2020-03-05,,2020-03-05,9261
15629,GPHIN03482,GPHIN,3482,AMRO,United States Of America,USA,840,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 12 March, CDC posted a Level 2 (Alert) travel advisory for global COVID-19 outbreak. CDC saysSustained community spread of respiratory illness caused by the novel (new) coronavirus (COVID-19) is occurring globally. Some countries have widespread sustained spread.",,,,Official,https://wwwnc.cdc.gov/travel/notices/alert/coronavirus-global?deliveryName=USCDC_1150-DM22198,,2020-03-12,,2020-03-12,9261
11933,GPHIN00688,GPHIN,688,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Beijing municipal government issued a circular on 5 February to offer support to small- and medium-sized enterprises during the fight against the novel coronavirus outbreak. These measures aim to reduce the burden of companies, offer them financial support, and safeguard their stable operation.",,,,Official,http://www.china.org.cn/china/2020-02/07/content_75682874.htm,,2020-02-07,,2020-02-07,9261
15386,GPHIN03293,GPHIN,3293,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 10 March, China CDC published guidance leaflets for COVID-19 prevention in community settings including workplace, school, home and commercial establishments.",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/downloads/workplace-school-and-home-guidance.pdf,,2020-03-11,,2020-03-11,9261
11578,GPHIN00439,GPHIN,439,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"According to China CDC on 3 February, a total of 83 labotory technicians, sent by China CDC and 17 provincial CDCs, have arrived 17 citiies of Hubei Province, to assist local labs to conduct testings of 2019-nCoV.",,,,Official,http://www.chinacdc.cn/yw_9324/202002/t20200203_212185.html,,2020-02-05,,2020-02-05,9261
18997,GPHIN05652,GPHIN,5652,AMRO,United States Of America,USA,840,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A clinical trial to evaluate the safety and effectiveness of hydroxychloroquine for the treatment of adults hospitalized with coronavirus disease 2019 (COVID-19) has begun, with the first participants now enrolled in Tennessee. The blinded, placebo-controlled randomized clinical trial aims to enroll more than 500 adults who are currently hospitalized with COVID-19 or in an emergency department with anticipated hospitalization. ORCHID participants will be randomly assigned to receive hydroxychloroquine 400 mg twice daily for two doses (day one), then 200 mg twice daily for the subsequent eight doses (days two to five) or a placebo twice daily for five days.
NIH also recently launched a trial to study Remdesivir as a possible treatment for COVID-19.",,,,Official,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-hydroxychloroquine-potential-therapy-covid-19-begins,,2020-04-09,,2020-04-09,9261
16732,GPHIN04315,GPHIN,4315,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"Federal Health Minister declared on 25 March 2020 that all travellers returning to Canada, with the exception of ""essential workers"", would have to enter a mandatory 14-day quarantine as of midnight to help slow the spread of COVID-19. Individuals who exhibit symptoms upon arrival in Canada will be forbidden, also, from using public transit to travel to their places of isolation. The Health Minister indicated that those travellers also would be forbidden to quarantine in a place where they can come into contact with vulnerable people, adding that the Public Health Agency of Canada would make alternative arrangements for people in those circumstances. The Health Minister has also suggested a hotline might be established to allow concerned Canadians to report cases of noncompliance. Deputy Prime Minister affirmed that more detailed information on quarantine enforcement is coming later on.",,,,Official,https://www.canada.ca/en/public-health/news/2020/03/new-order-makes-self-isolation-mandatory-for-individuals-entering-canada.html,,2020-03-26,,2020-03-26,9261
16916,GPHIN04499,GPHIN,4499,AMRO,United States Of America,USA,840,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"On 28 March, CDC Issued Domestic Travel Advisory for New York, New Jersey, and Connecticut, due to extensive community transmission of COVID -19 in the area. CDC urges residents of New York, New Jersey, and Connecticut to refrain from non-essential domestic travel for 14 days effective immediately. This Domestic Travel Advisory does not apply to employees of critical infrastructure industries, including but not limited to trucking, public health professionals, financial services, and food supply.",,,,Official,https://www.cdc.gov/media/releases/2020/s038-travel-advisory.html,,2020-03-30,,2020-03-30,9261
11188,GPHIN00186,GPHIN,186,WPRO,China,CHN,156,other,Taiwan,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Taiwan CDC's Central Epidemic Command Center (CECC) issues guidance on prevention efforts for public transportation, public gatherings, schools and educational institutions, also provided advice on prevention measures to reduce the risk of infection.",,,,Official,https://www.cdc.gov.tw/En/Bulletin/Detail/7_hjASedbJfekFOT-wVZig?typeid=158,,2020-01-31,,2020-01-31,9261
19173,GPHIN05711,GPHIN,5711,AMRO,Brazil,BRA,76,national,,,,VACCINE/MCM DEPLOYED,7,Biological measures,,,,,,"The Ministry of Health monitors the development of nine clinical trials conducted in the country to test the efficacy and safety of the use of alternatives in the treatment of patients with coronavirus (Covid-19). More than 100 Brazilian research centers are involved in these clinical trials. The aim is to test new drugs and therapies that may be effective in the treatment of patients with the disease. Some 5,000 patients with mild, severe and moderate conditions participate in these studies.",,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46669-ministerio-da-saude-acompanha-9-estudos-para-obter-novos-tratamentos-contra-coronavirus,,2020-04-09,,2020-04-09,9261
12105,GPHIN00817,GPHIN,817,WPRO,China,CHN,156,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The City of Wuhan issued two notices on 11 February to help contain the spread of the novel coronavirus, according to the city's epidemic control headquarters. 1) Suspected cases with mild symptoms including patients who have a fever should be quarantined and treated at nearby designated medical institutions; They shall not seek medical treatment in other districts to curb the spread of the virus 2) All residential communities will be sealed off from 11 February, in a bid to further strengthen the control of the epidemic and minimize the flow of personnel. All building units with confirmed patients or suspected cases should be strictly closed and managed.",,,,Official,http://www.china.org.cn/china/2020-02/11/content_75694085.htm,,2020-02-11,,2020-02-11,9261
20975,GPHIN06766,GPHIN,6766,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"CDC and the United States Department of Agriculture’s (USDA) National Veterinary Services Laboratories (NVSL) on 22 April announced the first confirmed cases of SARS-CoV-2 (the virus that causes COVID-19) infection in two pet cats. These are the first pets in the United States to test positive for SARS-CoV-2. The cats live in two separate areas of New York state.  
 At this time, routine testing of animals is not recommended.  There is no evidence that pets play a role in spreading the virus in the United States. CDC recommends a series of measures to help prevent spread of COVID-19 in pets.",,,,Official,https://www.cdc.gov/media/releases/2020/s0422-covid-19-cats-NYC.html,,2020-04-23,,2020-04-23,9261
11853,GPHIN00630,GPHIN,630,EURO,Azerbaijan,AZE,31,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"As revealed by the International Air Transport Association (IATA), nationals of China are not allowed to enter Azerbaijan if they do not have a visa obtained before departure, due to the concern of novel coronavirus. Chinese nationals usually could obtain visa at airport or e-visa.",,,,Official,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-02-07,,2020-02-07,9261
12113,GPHIN00823,GPHIN,823,WPRO,China,CHN,156,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"China has rolled out a mobile app ""close contact detector,"" enabling people to check whether they were at the risk of catching the novel coronavirus. Following its release on the evening of February 9, users can scan a QR code via mobile apps like Alipay, WeChat or QQ to make an inquiry. After registering with a phone number, users need to enter their name and ID number to know whether they were in close contact with someone infected. Those who have been in close contact are advised to stay at home and get in touch with local health authorities.",,,,Official,http://en.nhc.gov.cn/2020-02/10/c_76416.htm,,2020-02-11,,2020-02-11,9261
15291,GPHIN03216,GPHIN,3216,WPRO,China,CHN,156,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"China has developed an intelligent robot to conduct throat swab sampling for the diagnosis of COVID-19, to reduce cross-infection risks for medical workers. The robot was jointly developed by the Guangzhou Institute of Respiratory Health and the Shenyang Institute of Automation under the Chinese Academy of Sciences.",,,,Official,http://www.china.org.cn/china/2020-03/10/content_75796978.htm,,2020-03-10,,2020-03-10,9261
11823,GPHIN00612,GPHIN,612,AMRO,Brazil,BRA,76,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"On 6 February, the Ministry of Health requested states and capitals to contingency plans to to confront the new coronavirus.  Federal, state and municipal managers will discuss prevention protocols and measures in  live event which will be broadcasted on the Ministry of Health's social networks: Facebook, Twitter, Instagram, YouTube, Portal and WebRadio Saúde.",,,,Official,https://www.saude.gov.br/noticias/agencia-saude/46298-novo-coronavirus-ministerio-da-saude-debate-com-estados-e-capitais-brasileiras-acoes-contra-o-virus,,2020-02-07,,2020-02-07,9261
12255,GPHIN00933,GPHIN,933,AFRO,Uganda,UGA,800,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"The Ministry of Health has undertaken the following measures to prevent, detect and respond to 2019-Coronavirus importation. 1) Ensured that Uganda Virus Research Institute has the necessary equipment and reagents to test and confirm any suspected cases; 2) Developed an information sheet that is distributed to travelers with telephone numbers of officers. 3) Strengthened screening at Entebbe International Airport by using thermo scanners; 4)  Travellers from affected countries are being followed up by surveillance officers on a daily basis for up to 14 days. 5) Provision of information to the public through the available media outlets and other communication channels. 6) Risk mapping and assessment of vulnerable locations in the country. 7) Entebbe and Naguru referral hospitals have been strengthened to manage people who might fall sick.",,,,Official,https://www.afro.who.int/news/status-ugandas-preparedness-2019-coronavirus-outbreak,,2020-02-12,,2020-02-12,9261
19894,GPHIN06075,GPHIN,6075,WPRO,China,CHN,156,other,Hong Kong,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"On 15 April, the Centre for Health Protection (CHP) urged members of the public to maintain an appropriate social distance with other people as far as possible in their daily lives. In particular, they should go out less and avoid social activities such as meal gatherings or other gatherings to reduce the chance of contacting infected persons, who may not present any symptoms, and minimise the risk of outbreak clusters emerging in the community.",,,,Official,http://www.info.gov.hk/gia/general/202004/15/P2020041500561.htm,,2020-04-15,,2020-04-15,9261
11478,GPHIN00370,GPHIN,370,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"China CDC on 4 February issued guidelines to help  high risk populations, including Children and pregnant women, to better prevent and control of 2019-nCoV pneumonia.",,,,Official,http://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_11815/202002/t20200204_212213.html,,2020-02-04,,2020-02-04,9261
20632,GPHIN06536,GPHIN,6536,EURO,Belarus,BLR,112,national,,,,CLOSING PUBLIC PLACES,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,,,"WHO's expert team to Belarus has recommended the country to introduce community-wide steps to increase physical distancing as Belarus enters the community transmission phase.  The government has already implemented containment measures – testing suspect cases, tracing their contacts and isolating the sick. It has also placed emphasis on increasing capacity to manage the surge in COVID-19 patients, while continuing with essential health services for chronic diseases, maternal health and mental health.",,,,Official,http://www.euro.who.int/en/countries/belarus/news/news/2020/4/who-expert-mission-to-belarus-recommends-physical-distancing-measures-as-covid-19-virus-transmits-in-the-community,,2020-04-21,,2020-04-21,9261
15183,GPHIN03133,GPHIN,3133,WPRO,Samoa,WSM,882,national,,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"WHO continues to support Samoa  with preparations for COVID-19, by sending in infrared thermometers to assist with screening at ports of entry and healthcare facilities and personal protective equipment (PPE). WHO has conducted sensitization sessions with Samoa on risk communications and will continue to support in this area.
The country's Ministry of Health has put in place several prevention measures. This includes screening at all ports of entry for persons with flu-like symptoms, tracing their movements from affected countries and providing prevention advice to all inbound and outbound travellers. Various WHO guidelines - clinical, surveillance, patient management, isolation, etc - are also being implemented. The Ministry also continues to sensitize the public on how to effectively stop the spread of COVID-19 through the adoption of proper handwashing and coughing etiquette.",,,,Official,https://www.who.int/samoa/news/detail/09-03-2020-who-helps-samoa-and-tokelau-to-prepare-for-covid-19,,2020-03-10,,2020-03-10,9261
16994,GPHIN04559,GPHIN,4559,AMRO,Canada,CAN,124,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Health Canada (HC) has taken steps to speed up approvals of medical devices and drugs indicated to diagnose, treat, or mitigate the impact of the novel coronavirus and is expediting access to disinfectants, hand sanitizers, and personal protective equipment to help limit the spread of COVID-19. The HC asks the public not to buy more medication than usual to help ensure that all Canadians continue to have access to the medications they need and to help prevent drug shortages.",,,,Official,https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2020/72661a-eng.php#,,2020-03-30,,2020-03-30,9261
12506,GPHIN01162,GPHIN,1162,WPRO,Papua New Guinea,PNG,598,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,Passengers who have been in China in the past 14 days are not allowed to enter Papua New Guinea. They must have spent 14 consecutive days in a country that is free from Novel Coronavirus (2019-nCov).,,,,Official,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,,2020-02-17,,2020-02-17,9261
18953,GPHIN05627,GPHIN,5627,AMRO,Canada,CAN,124,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"On 8 April, the Saskatchewan Health Authority (SHA) released next phase of COVID-19 Response Plan. The SHA has increased access to testing through the creation of 38 testing sites around the province and tripled the staff available for contact tracing efforts to detect and prevent community transmission. Other measures include Creating dedicated spaces within many of its facilities to cohort COVID-19 patients; Designating certain hospitals COVID-19 hospitals; Adding acute care capacity through the creation of field hospitals in Saskatoon and Regina, with more locations being considered as part of later, contingency planning.",,,,Official,https://www.saskatchewan.ca/government/news-and-media/2020/april/08/health-system-readiness,,2020-04-09,,2020-04-09,9261
11935,GPHIN00690,GPHIN,690,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Chinese health authorities have sent more than 11,000 medics, including the country's best ICU staff, to the city of Wuhan, an official with the National Health Commission said on 7 February. Among them, over 3,000 doctors and nurses are intensive care specialists. China's top experts in intensive care also gathered in Wuhan to host consultations and conduct ward rounds. A one-on-one support system was established in 16 provinces, each of the provinces helps one city in Hubei to battle the epidemic.",,,,Official,http://www.china.org.cn/china/2020-02/07/content_75683121.htm,,2020-02-07,,2020-02-07,9261
15235,GPHIN03174,GPHIN,3174,AMRO,Canada,CAN,124,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,"The updated travel advisories issued by thePublic Health Agency of Canada (PHAC) as of 9 March:
Level 3 (Avoid non-essential travel) - China, Iran, Northern Italy
Level 2 (Practise special precautions) - Japan, South Korea
Level 1 (Practise usual precautions) - France. Germany, Hong Kong, Singapore, Spain",,,,Official,https://travel.gc.ca/travelling/health-safety/travel-health-notices/219,,2020-03-10,,2020-03-10,9261
15558,GPHIN03429,GPHIN,3429,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"China has released a series of guidelines on the novel coronavirus disease (COVID-19) prevention and control in kindergartens, primary and middle schools and higher education institutions, according to China's Ministry of Education (MOE). The guidelines cover basic knowledge of the virus, the construction of schools' epidemic prevention and control systems and the epidemic prevention and control work in schools before and after reopening.",,,,Official,http://www.china.org.cn/china/2020-03/12/content_75805692.htm,,2020-03-12,,2020-03-12,9261
16563,GPHIN04178,GPHIN,4178,EURO,Netherlands,NLD,528,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,HealthNet TPO in Amsterdam has closed the doors to the head office and all of its staff are now working remotely from home. They have stopped all travel and the meetings are now all being conducted digitally.,,,,Official,https://reliefweb.int/report/afghanistan/statement-healthnet-tpo-corona-virus,,2020-03-24,,2020-03-24,9261
12483,GPHIN01155,GPHIN,1155,WPRO,China,CHN,156,other,Hong Kong,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"Following is the transcript of remarks by the Secretary for Security, Mr John Lee, at a media session at the Hong Kong International Airport this afternoon (February 17):
Secretary for Security indicated that they care for and are concerned with the well-being of the Hong Kong residents who are now kept on the Diamond Princess cruise, so they are very serious about the operation to evacuate those who are now on board the ship. Once they have been cleared by the Japanese authorities in regard to the blood test, they will be released on the 19th (of February), which is Wednesday. They have made our demands to Japan and they will reiterate our demands and further request for these Hong Kong people that once they are allowed to disembark, then they should be transported immediately to the airport, so that we will arrange them to get on board our chartered flight.",,,,Official,https://www.info.gov.hk/gia/general/202002/17/P2020021700653.htm,,2020-02-17,,2020-02-17,9261
16642,GPHIN04236,GPHIN,4236,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,Children and Coronavirus Disease 2019 (COVID-19). Tips to keep children healthy while school’s out,,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/prepare/children.html,,2020-03-25,,2020-03-25,9261
14132,GPHIN02264,GPHIN,2264,AMRO,United States Of America,USA,840,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The governor of Washington on 29 February declared a state of emergency in response to new cases of COVID-19, directing state agencies to use all resources necessary to prepare for and respond to the outbreak.
He issued a proclamation that directs state agencies and departments to utilize state resources and do everything reasonably possible to assist affected communities responding to and recovering from COVID-19 cases. It also allows the use of the Washington National Guard, if necessary.",,,,Official,https://www.governor.wa.gov/news-media/inslee-issues-covid-19-emergency-proclamation,,2020-03-02,,2020-03-02,9261
11576,GPHIN00437,GPHIN,437,WPRO,China,CHN,156,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"On 5 February, China CDC posted a trial Guidelines for prevention and control of 2019-nCoV pneumonia during home-based isolation and medical observation in order toi further control the spread of the virus.",,,,Official,http://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_11815/202002/t20200205_212243.html,,2020-02-05,,2020-02-05,9261
19352,GPHIN05808,GPHIN,5808,AMRO,United States Of America,USA,840,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"Actions announced by FDA on 9 April: 
1)  Issued guidance that outlines a temporary policy to help expand the availability of portable cryogenic oxygen and nitrogen containers.
2)  issued information and best practices for retail food stores, restaurants, and pick-up and delivery services during the pandemic to protect both workers and customers. 
3) Updated information on its website pertaining to safety protections regarding the use of Fecal Microbiota for Transplantation (FMT), informing healthcare providers about screening donors for COVID-19 and exposure to and testing for SARS-CoV-2. 
4) Issued a warning letter to one company for selling fraudulent COVID-19 products. 
5) More than 150 laboratories have begun testing",,,,Official,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-daily-roundup-april-9-2020,,2020-04-14,,2020-04-14,9261
16597,GPHIN04204,GPHIN,4204,WPRO,China,CHN,156,other,Hong Kong,,,AIRPORT SCREENING: ENTRY,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"The Centre for Health Protection (CHP) will further extend its Enhanced Laboratory Surveillance Programme, which provides a free testing service for COVID-19, to cover asymptomatic inbound travellers arriving from the United Kingdom, other countries in Europe and the United States by phases starting 25 March, with an aim of identifying cases of COVID-19 early in order to minimise the risk of community transmission. Starting at midnight 25 March a specimen container will at the first stage be provided to inbound travellers arriving at the Hong Kong International Airport from the United Kingdom and other countries in Europe for collecting deep throat saliva samples for relevant testing. Inbound travellers who are provided with the specimen containers are required to collect their deep throat saliva sample by themselves at home in accordance with the instructions, and to have their family members or friends deliver it to any of the collection points in the same morning. If a sample tests positive, the CHP will notify the person concerned as early as possible and arrange for admission to a public hospital for treatment. In general, if no notification is received within three working days after returning a sample, it means the test result is negative and the person concerned is required to continue the quarantine until the quarantine period ends.",,,,Official,http://www.info.gov.hk/gia/general/202003/24/P2020032400828.htm,,2020-03-24,,2020-03-24,9261
11855,GPHIN00632,GPHIN,632,AMRO,Bahamas,BHS,44,national,,,,LAND SCREENING,5.5,International travel measures,,Entry screening and isolation or quarantine,,,,"1,The Bahamas has implemented a travel ban, restricting all travel from China to The Bahamas. Any non-resident regardless of nationality who has visited China in the last 20 days will be denied entry into the country. All residents returning to The Bahamas will be strictly quarantined and monitored for development of symptoms for the duration of the incubation period with a maximum of 14 days.
2,MOH recommends that persons who must travel in that region, take precautions to protect themselves by avoiding direct contact with sick people and products that come from animals. 
3,Monitoring at all our ports in New Providence and the Family Islands has been enhanced via multiagency collaborations. Lynden Pindling International Airport (LPIA) and other major ports of entry are linked to our National Communicable Disease Surveillance Unit via a twenty four hour port surveillance officer contact. MOH has confirmed that we have ample quantities of Personal Protective Equipment (PPE) for the front line staff,
and the capacity for laboratory testing is in place.",,,,Official,https://www.eturbonews.com/541608/coronavirus-status-bahamas-restricting-all-travel-from-china-to-the-bahamas/,,2020-02-07,,2020-02-07,9261
11011,GPHIN00041,GPHIN,41,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"China CDC on 29 January published an educational document for public prevention of penumonia by nCoV, called ""Interim Guidelines for Use of Masks""",,,,Official,http://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_2275/202001/t20200129_211523.html,,2020-01-30,,2020-01-30,9261
19351,GPHIN05807,GPHIN,5807,AMRO,United States Of America,USA,840,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"A new study has begun recruiting at the National Institutes of Health in Bethesda, Maryland, to determine how many adults in the United States without a confirmed history of infection with SARS-CoV-2 have antibodies to the virus. In this “serosurvey,” researchers will collect and analyze blood samples from as many as 10,000 volunteers to provide critical data for epidemiological models.  The results will help illuminate the extent to which the novel coronavirus has spread undetected in the United States and provide insights into which communities and populations are most affected.",,,,Official,https://www.nih.gov/news-events/news-releases/nih-begins-study-quantify-undetected-cases-coronavirus-infection,,2020-04-14,,2020-04-14,9261
18919,GPHIN05592,GPHIN,5592,AMRO,Canada,CAN,124,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"The Government of Canada is taking immediate, significant and decisive action to support Canadians and employers facing hardship as a result of the global COVID-19 outbreak.Frther flexibility was announced on April 8 for employers to access the Canada Emergency Wage Subsidy (CEWS). The proposed CEWS would apply at a rate of 75 per cent of the first $58,700 normally earned by employees – representing a benefit of up to $847 per week, per employee. The program would be in place for a 12-week period, from March 15 to June 6, 2020.",,,,Official,https://www.canada.ca/en/department-finance/news/2020/04/government-provides-further-flexibility-for-employers-to-access-the-canada-emergency-wage-subsidy.html,,2020-04-08,,2020-04-08,9261
11837,GPHIN00618,GPHIN,618,AFRO,Uganda,UGA,800,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Uganda has intensified its vigilance to quickly identify any suspected cases of 2019-nCoV by enhancing the surveillance and reporting systems. This is aimed at preventing entry and spread of the deadly virus into the country. 
MOH has developed a preparedness plan costed at UGX 25 billion for handling the threat of this epidemic, which will be funded by the Government of Uganda and partners. 
Enhance screening have been implemeted at Entebbe International Airport. All travelIers will be screened and more emphasis will be put on those travelling in from China. These found with signs and symptoms will be quarantined in the Entebbe Regional Referral Hospital and China-Uganda Friendship hospital, Naguru. Those without visible symptoms will be isolated and quarantined in their houses after sensitization. They will be followed up for 14 days by surveillance officers for symptoms of the 2019 n-Cov on a daily basis. 
All travelers arriving into the country from China or the 23 countries with confirmed cases will be required to provide their personal details for further follow up.
Health workers at all health facilities across the country and points of entry have been provided guidelines for control and protection of the new coronavirus. 
MOH advises the general public against shaking of hands whether it is for purposes of greeting or otherwise.
MOH is currently undertaking risk communication and public awareness campaigns to educate the general public on how to prevent the novel coronavirus. All persons will be reached with these messages either through print, radio, social media, door to door or television and digital media.",,,,Official,https://www.afro.who.int/news/update-ugandas-preparedness-situation-following-2019-novel-coronavirus-outbreak-china-and,,2020-02-07,,2020-02-07,9261
11546,GPHIN00412,GPHIN,412,EURO,United Kingdom Of Great Britain And Northern Ireland,GBR,826,national,,,,REPATRIATION,10,Not of interest,Not of interest,Not of interest,,,,"UK's Foreign & Commonwealth Office on 4 February issued a statement to recommend British Nationals who are able to leave China to do so, to minimise their risk of exposure to 2019-bCoV. The Foreign Office said commercial airline options for departing China remain available throughout the country, except in Hubei Province, and reiterates that they continues to work on arrangements to evacuate any remaining British nationals from Hubei Province who wish to leave.",,,,Official,https://www.gov.uk/government/news/coronavirus-and-travel-to-china-foreign-secretarys-statement-4-february-2020,,2020-02-04,,2020-02-04,9261
11840,GPHIN00619,GPHIN,619,WPRO,Singapore,SGP,702,national,,,,MASS GATHERING CANCELLATION,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,,,"The Ministry of Education (MOE)  on 7 February announced additional precautionary measures to minimise congregation of students in large numbers. 
Large group and communal activities such as assemblies, camps and mass celebrations will be suspended; Recess times in schools will be staggered; School-based CCAs and after-school programmes may continue, in smaller groups; all external school activities and inter-school activities until the end of the March school holidays. 
Co-curricular activities in Victoria Junior College (VJC) have been suspended for two weeks with immediate effect and being cleaning and disinfecting the school premises thoroughly, due to a confirmed case in a teacher. 
MOE rolled out an educational package to teach students about the virus transmission and what they can do to prevent it.",,,,Official,https://www.moe.gov.sg/news/press-releases/stepping-up-precautionary-measures-in-schools,,2020-02-07,,2020-02-07,9261
