COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,TESTING & CASE DETECTION  ,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN / CANCELLATION,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,RESTRICTING OR LIMITING GATHERINGS,CLOSING PUBLIC PLACES,LOCKDOWN OR CURFEW,EASIND RESTRICTIONS,VACCINE/MCM DEPLOYED,PPE,RESEARCH ADVANCEMENT,COMMENTS,,
Brazil,5/20/2020,Media,1007030539,"The Ministry of Health expanded, on 20 May 2020, its recommendation for the use of chloroquine and hydroxychloroquine in patients with mild symptoms of the new coronavirus, responding to a request from Brazilian President, despite the lack of conclusive evidence on its effectiveness. According to the protocol released by the Ministry, the prescription of the drug, used to treat other diseases and which until now was recommended only in severe cases of COVID-19 due to the lack of studies on its efficacy, will be ""at the discretion of the doctor"" and with the authorization of the patient.",,,,,,,,,,,,,,,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1007030539,,
Brazil,5/20/2020,Official,1007025015,"The Ministry of Health has delivered additional 304 lung respirators. From 16 to 18 May 2020, the Ministry of Health handled the equipment to nine states: Goiás (25), Pernambuco (35), Paraíba (20), Amazonas (48), Rondônia (25), Pará (50), Maranhão (25), São Paulo (20) and Rio de Janeiro (56). To date, the Government of Brazil, through the Ministry of Health, it has delivered 861 pulmonary respirators to reinforce 14 states in the fight against COVID-19: Amazonas (138), Ceará (75), Paraíba (40), Pernambuco (85), Rio de Janeiro (206), Amapá (45), Pará (130), Paraná (20), Santa Catarina (17), Espírito Santo (10), Goiás (25), Maranhão (25), Rondônia (25) and São Paulo (20). The purchase and distribution of respirators is part of the strategic support of the Government of Brazil in serving the states. Deliveries take into account the installed capacity of the public health care network, especially in places where transmission is taking place at a higher speed.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46900-ministerio-da-saude-entrega-mais-304-respiradores-pulmonares,,
Brazil,5/20/2020,Official,1007025015,"The Ministry of Health has signed four contracts with Brazilian companies for the production of 15,300 respirators for the supply of equipment in the period of three months (90 days). The Brazilian effort to acquire these items involves more than 15 institutions among processor manufacturers, financial institutions and high-tech companies, among others. The distribution of the equipment has occurred according to the production capacity of the national industry, which depends on some parts that are imported.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46900-ministerio-da-saude-entrega-mais-304-respiradores-pulmonares,,
Brazil,5/20/2020,Official,1007025015,"A partnership between the Ministry of Health and the Ministry of Economy carried out a mapping of the national industrial park, when the capacities of each sector for the supply of pulmonary respirators were identified. The project also involves the Ministry of Foreign Affairs, for prioritization of receipt of parts, the Ministry of Justice to perform escorts and security of the distribution of equipment and inputs, and the Ministry of Defense that provides warehouses in the capitals for stock of materials and distribution logistics to the country, through the FAB (Brazilian Air Force), when necessary. At the beginning of the pandemic, Brazil had 65,411 pulmonary respirators, of which 46,663 were available in the SUS. In addition to the acquisition of respirators, the Ministry of Health enabled 3,695 ICU beds for exclusive care to patients with coronavirus and acquired 340 fly-by-icu beds, which are rapidly installed to strengthen the hospital health network. Each of these beds has a respirator.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46900-ministerio-da-saude-entrega-mais-304-respiradores-pulmonares,,
Brazil,5/21/2020,Official,1007025985,"The Ministry of Health announced on 20 May 2020 that professionals at the Brazilian National Health System (SUS) could already count on psychological support. Psychological support service is now available for health professionals who are at the forefront of combating COVID-19 throughout the country. The TelePSI project, developed by the Ministry of Health and Hospital de Clínicas de Porto Alegre (HCPA), will provide psychological teleconsultation services through a call center that will operate from Monday to Friday, from 8:00 am to 8:00 pm, by 0800 644 6543. The initiative is a recognition of the need to support these professionals who, through intense work, with high risks of contamination and adverse conditions, can develop anxiety, depression, irritability, acute stress disorders, among other problems. The project is expected to operate until September 2020 and has a federal investment of R$ 2.3 million. The channel is aimed at all professionals from the 14 health categories who work in care related to COVID-19 and who feel the need for support at this time, such as doctors, nurses, nursing technicians, physiotherapists, speech therapists, nutritionists, biomedical and pharmacists. The nationwide pilot project provides care to at least 10,000 health professionals and can be expanded according to demand. It is the first time that psychotherapy will be used in telecare in a pandemic context, so the action will support research on the efficacy of different modalities of psychotherapy. The project will also provide materials such as manuals, videos, and simulated sessions so that the experience can be replicated elsewhere.  the proposal is also to offer material such as manuals and videos produced so that the experience can be replicated elsewhere.
",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46906-profissionais-do-sus-ja-podem-contar-com-suporte-psicologico,,
Brazil,5/21/2020,Official,1007025985,"The Ministry of Health has announced that manuals with the model of therapeutic care designed in the project would be made available for those specialists working on the Psychological Support Project launched on 202 May 2020. To date, two manuals on Telepsychoeducation have been released, in addition to the manuals of Brief Cognitive-Behavioral Telepsychotherapy and Brief Interpersonal Telepsychotherapy. The project also provides video lessons on how to apply manuals in practice and examples of simulated sessions, with fictitious characters, to facilitate the dissemination of the techniques used in the project. In addition, the preliminary version of 28 videos on psychoeducation have been prepared and are already available to help in psychotherapies. All materials can be found on the TelePSI platform. The Ministry of Health had already provided psychiatric care to health professionals of the strategy ""O Brasil Conta Comigo"". Through the program, the Ministry of Health hired 388 health professionals to strengthen the health care provided to the population of the state of Amazonas.",,,,,,,,,,x,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46906-profissionais-do-sus-ja-podem-contar-com-suporte-psicologico,,
Brazil,5/21/2020,Official,1007025985,"TelePSI is part of the TeleSUS strategy, which offers clinical teleservice so that the population does not have to leave home to receive diagnoses and guidance on signs and symptoms of coronavirus infection. With telesus services - Dial Health 136, Chatbot available on the page of the Ministry of Health (www.saude.gov.br), or by the Coronavírus SUS application - anyone can ask questions and even consult with a health professional. In addition, the Ministry of Health, through active search, contacts, by telephone, to monitor the health of the population. To date, 28.1 million people have already sought TeleSUS services. Of this total, 3.4 million people remain in follow-up.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46906-profissionais-do-sus-ja-podem-contar-com-suporte-psicologico,,
Brazil,5/21/2020,Official,1007033331,"On 21 May 2020, the Ministry released 6,142 exclusive beds for coronavirus treatment. In the last week alone, there were 2,352 beds provided. Each bed receives twice the amount for daily hospitalization. In total, the Ministry of Health has invested R$ 882.3 million. The Ministry of Health continues to strengthen care, infrastructure and investment in health units throughout Brazil to improve care for critically ill patients of coronavirus. The measure includes the population of 13 states: AL (10), BA (46), CE (212), MA (128), MS (77), MT (263), PA (304), PE (84), PI (32), RJ (5), RN (251), RS (280) and SP (660). The figure represents an increase of 61.2% compared to the previous week. It includes adult and pediatric ICU beds. All states already have increased funds for qualified beds. Other requests are under review by the Ministry. In early April, the Ministry of Health published Ordinance No. 568, which doubled the daily cost of adult and pediatric ICU beds from R$ 800 to R$ 1,600, on an exceptional basis, exclusively for the care of patients with coronavirus. With this, these temporarily qualified beds are already beginning to receive the differentiated value of the incentive.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46917-ministerio-da-saude-ja-habilitou-6-142-leitos-exclusivos-para-coronavirus,,
Brazil,5/21/2020,Official,1007033663,"The Ministry of Health released on 20 May 2020 the guidelines to expand the access of patients with COVID-19 to early drug treatment, that is, in the first days of symptoms, within the scope of the Unified Health System (SUS). The document provides the classification of the signs and symptoms of the disease, which can range from mild to severe; and prescription guidance to adult patients of two drugs associated with azithromycin: chloroquine and hydroxychloroquine sulfate. The choice of the best treatment for the disease may vary according to the signs and symptoms and the stage in which the patient is. These two drugs were already indicated for severe, hospitalized cases. Guidelines on the use of medicines for early treatment of COVID-19 is available on the Ministry of Health website. Access to these medications is only possible through a prescription. That is, it is the competence of the physician, in agreement declared in writing by the patient, the use of drug treatment. The ministry also drafted a Term of Science and Consent for the use of Hydroxychloroquine/Chloroquine. To expand the recommendation for early use of the disease, the Ministry of Health took into account the existence of several studies on the use of chloroquine and hydroxychloroquine in the treatment of COVID-19. For mild cases, the doctor may prescribe chloroquine or hydroxychloroquine, combined with azithromycin, for patients who have symptoms: loss of taste and smell, fever, runny nose, diarrhea, abdominal pain, cough, fatigue, muscle pain, and headache. The drug treatment will only be used if these symptoms occur in the first five days of the onset of these signs. The guidelines were designed to patients with moderate signs and symptoms to those who have daily persistent cough and fever, or persistent cough associated with progressive worsening of another COVID-19-related symptom. Also considered moderate is the patient who has at least one of these symptoms already mentioned, in addition to the presence of risk factor, such as diabetes, hypertension. In this case, the doctor should consider hospitalization, in addition to rule out other causes of severity; assess the presence of bacterial infection; consider the use of human immunogloboline, anticoagulation and corticosteroid therapy. In this case, the drug treatment will also only be used if these symptoms occur in the first five days of the onset of these signs.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46919-ministerio-da-saude-divulga-diretrizes-para-tratamento-medicamentoso-de-pacientes,,
Brazil,5/21/2020,Official,1007033663,"The Ministry of Health has declared that is intensifying the production of chloroquine in Brazilian laboratories and making international contacts to bring to Brazil the active ingredient of hydroxychloroquine, which is now lacking worldwide. Chloroquine was already offered in the SUS for treatment of people infected with malaria. In addition, the Ministry is working so that the stock of azithromycin can also be guaranteed in the states and municipalities. In 2020, the Ministry of Health acquired 3 million chloroquine 150 mg tablets, produced by the Oswaldo Cruz Foundation (Fiocruz). In addition, the Army Chemical and Pharmaceutical Laboratory (LQFEX) produced 1 million tablets and made available to the paste. The Ministry of Health negotiates with these laboratories new acquisitions of the drug. To date, 2.9 million chloroquine tablets have been distributed in three separate shipments to the states, based on the number of confirmed cases presented in the Epidemiological Bulletins of the Ministry of Health. Hydroxychloroquine is acquired by the states for the survival and control of patients with Systemic Lupus Erythematous and Rheumatoid Arthritis. Currently in Brazil, there are four companies with valid registrations with the Health Surveillance Agency (Anvisa) of this drug: Apsen Farmacêutica, Sanofi Aventis, Medley Sanofi in Brazil, and EMS Pharmaceutical Industry. These companies are responsible for supplying the public and private market in the country.",,,,,,,,,,,,,,,,,,,https://www.saude.gov.br/noticias/agencia-saude/46919-ministerio-da-saude-divulga-diretrizes-para-tratamento-medicamentoso-de-pacientes,,
Brazil,5/22/2020,Media,1007042365,"The Brazilian health ministry has recommended the use of the controversial malaria treatment drug hydroxochloroquine for treating patients with novel coronavirus infections.  The drug could be administered to patients with mild symptoms, the ministry wrote in an updated guide for doctors published on 21 May. Whether the drug is also suitable for the treatment of the lung disease Covid-19, caused by the virus, has not yet been determined conclusively yet. However, the side effects of the drug are considered to be well researched.   ",,,,,,,,,,,,,,,,x,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1007042365,,
Brazil,5/22/2020,Media,1007045104,"Brazilian meatpacker JBS SA declared on 21 May that operations at its plant in Passo Fundo, in the southern state of Rio Grande do Sul, were allowed to resume after the facility was closed by authorities due to an outbreak of the novel coronavirus. Media reports that slaughtering resumed on 20 May. In a statement, the company indicated that plant that has the capacity to process 320,000 birds per day. It had been closed since 24 April. According to JBS SA, the company has promoted a rigorous screening process to certify that only employees in good health returned to work. The company's protocol does not involve testing of employees for the COVID-19 respiratory illness.",,,,,,,,,,,,,,,x,,,,https://thepoultrysite.com/news/2020/05/jbs-resumes-processing-chickens-at-covid-19-affected-plant-in-brazil,,
