COUNTRY /ORGANIZATION,DATE ADDED,SOURCE,GPHIN ID,SUMMARY,LAND SCREENING,BORDER CLOSING,AIRPORT SCREENING: ENTRY,AIRPORT SCREENING: EXIT,QUARANTINE / MONITORING,TRAVEL ADVISORY,TRAVEL BAN,TRADE BANS,EDUCATION CAMPAIGN,MASS GATHERING CANCELLATION,REPATRIATION,VACCINE/MCM DEPLOYED,RESEARCH ADVANCEMENT,COMMENTS
United Kingdom,2/24/2020,Media,,"Four cruise ship passengers flown to Britain on 22 February have tested positive for coronavirus, bringing the total number of cases in the UK to 13. They were among 30 repatriated Britons and two Irish citizens beginning a 14-day quarantine at Arrowe Park Hospital in Wirral. The patients have been transferred to specialist NHS infection centres. The Department of Health added that ""appropriate arrangements"" are in place at Arrowe Park, including strict separation of passengers from staff and from each other. ",,,,,x,,,,x,,,,,https://www.bbc.com/news/uk-51606368
United Kingdom,2/24/2020,Media,,"The NHS is introducing drive-through coronavirus tests where people are checked for the disease from the comfort of their car, as part of efforts to ease pressure on hospitals. The method is being rolled out alongside home testing, where NHS staff, including nurses and paramedics, will visit people in their own homes. ",,,,,x,,,,,,,,,https://www.dailymail.co.uk/news/article-8033617/amp/NHS-introduces-drive-coronavirus-tests.html
United Kingdom,2/24/2020,Media,,"Both The Church of England’s Mission and Public Affairs division and The Catholic Bishops’ Conference of England & Wales have issued guidance drawing on the latest Government advice. It recommends incorporating simple precautions into worship services, particularly during the celebration of the Eucharist, to avoid the spread of the COVID-19. ",,,,,,,,,x,,,,,https://www.cheshire-live.co.uk/news/chester-cheshire-news/churches-advise-against-certain-religious-17795646
United Kingdom,2/24/2020,Media,1006374288,"Britain has advised their citizens to avoid non-essential travel to South Korea's Daegu and North Gyeongsang Province, the regions responsible for the latest surge in COVID-19",,,,,,x,x,,,,,,,https://en.yna.co.kr/view/AEN20200224003953325
United Kingdom,2/25/2020,Official,1006383331,"The UK government on 25 February updated the advice it is giving to people who have recently been travelling. 
Based on the scientific advice of the Scientific Advisory Group for Emergencies (Sage) the UK chief medical officers are advising anyone who has travelled to the UK from mainland China, Thailand, Japan, Republic of Korea, Hong Kong, Taiwan, Singapore, Malaysia or Macau in the last 14 days and is experiencing coughing or fever or shortness of breath, to stay indoors and call NHS 111, even if their symptoms are mild.
Enhanced monitoring of direct flights from these areas are being implemented. Passengers will be told how to report any symptoms they develop during the flight, at the time of arrival, or after leaving the airport.
If you have returned from these specific areas since 19 February, you should call NHS111 and stay indoors and avoid contact with other people even if you do not have symptoms: Iran; Specific lockdown areas in northern Italy as designated by the government of Italy; Special care zones in South Korea as designated by the government of the Republic of South Korea; Hubei province (returned in the past 14 days).
If you have returned from these areas since 19 February and develop symptoms, however mild, you should stay indoors at home and avoid contact with other people immediately and call NHS111. You do not need to follow this advice if you have no symptoms: Northern Italy (defined by a line above, and not including, Pisa, Florence and Rimini); Vietnam; Cambodia; Laos; Myanmar.",,,,,x,x,,,x,,,,,https://www.gov.uk/guidance/wuhan-novel-coronavirus-information-for-the-public
United Kingdom,2/25/2020,Media,,Schools across the UK are sending pupils home as they struggle to comply with the latest official advice on COVID-19 for students and staff who spent last week’s half-term holiday in northern all All children and staff home who attended the ski trips are required to self-quarantine for 14 days. Other parents report being told to keep their children home from school after returning from family holidays in northern Italy over the half-term break.,,,,,x,,,,,,,,,https://www.theguardian.com/world/live/2020/feb/25/coronavirus-live-updates-outbreak-latest-news-italy-italia-deaths-symptoms-china-stocks-wall-street-dow-jones-economy-falls
United Kingdom,2/26/2020,Official,,"The Medicines and Healthcare products Regulatory Agency (NHRA) is working closely with the the Department of Health & Social Care (DHSC) and others in the global response to the new Coronavirus (COVID-19). The National Institute for Biological Standards and Control (NIBSC), part of NHRA is drawing on its expertise gained through work on previous virus outbreaks such as Zika, Ebola and Middle East respiratory syndrome (MERS), to support the public health response to COVID-19.  The NHRA is on standby to ensure that applications relating to COVID-19 are dealt with swiftly.",,,,,,,,,,,,,,https://www.gov.uk/government/news/mhra-update-on-novel-coronavirus-covid-19
United Kingdom,2/26/2020,Media,,"Britain has started random tests for coronavirus on flu patients to have an early warning system in place in case the outbreak becomes more widespread, a senior health official said. In Britain, random tests for the virus will be carried out at 11 hospitals and 100 general medical offices on people who have flu symptoms including a cough, plus shortness of breath and a fever.",x,,,,x,,,,,,,,,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200226003835539.html
United Kingdom,2/26/2020,Media,,"According to a leaked memo seen by media, the British government is planning for up to 80 per cent of the population becoming infected with the novel coronavirus in a worst-case scenario. The document by the National Security Communications Team warns that the current planning assumption is that two to three per cent of symptomatic cases will result in a ­fatality. It predicts infection rates will snowball for two to three months once the virus starts spreading.",,,,,,,,,,,,,,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-latest-italy-uk-china-tenerife-death-toll/
United Kingdom,2/26/2020,Official,1006391241,"An update to the list of medicines subject to a UK parallel export ban has included two medicines that were recently highlighted by Chinese authorities as potential therapeutics for coronavirus disease 2019 (COVID-19). The updated version of the parallel export suspension list from the Medicines and Healthcare Products Regulatory Agency (MHRA) was released on 25 February. Its new additions include the lopinavir plus ritonavir fixed-dose combination as well as chloroquine phosphate, both of which have been cited as potentially effective against COVID-19, according to recent communications by the Chinese Ministry of Science and Technology. The parallel export restriction is effective from 26 February until further notice. ",,,,,,,,,,,,x,,https://www.gov.uk/government/publications/medicines-that-cannot-be-parallel-exported-from-the-uk
United Kingdom,2/26/2020,Media,1006393802,"Britain has started random tests for coronavirus on flu patients to have an early warning system in place in case the outbreak becomes more widespread, a senior health official said.
In Britain, random tests for the virus will be carried out at 11 hospitals and 100 general medical offices on people who have flu symptoms including a cough, plus shortness of breath and a fever.",,,,,,,,,x,x,,,,https://www.aljazeera.com/news/2020/02/china-coronavirus-outbreak-latest-updates-200226003835539.html
United Kingdom,2/27/2020,Official,,"A new surveillance system to detect cases of COVID-19 in England has been established by Public Health England (PHE) and the National Health Service (NHS) to strengthen existing systems and to prepare for and prevent wider transmission of the virus. This new surveillance strategy will enable PHE to identify early evidence of spread within England, if this occurs. Some NHS hospitals have been asked to take part, which would see them implementing the new surveillance at their intensive care units (ICU) and Severe Respiratory Failure (ECMO) Centres. Samples will be tested from patients with severe respiratory infections who do not meet the current case definition for COVID-19. Depending on the results, patients will be given the support they need and rapid public health actions will be taken.
",x,,,,x,,,,,,,,,https://www.gov.uk/government/news/new-surveillance-system-for-early-detection-of-covid-19
United Kingdom,2/27/2020,Media,,Industry body UK Oil and Gas (UKOG) has said workers who have recently travelled to high-risk areas of the world must not travel offshore. It has added precautionary advice to operators that they should consider a ban on anyone who has been in lower-risk areas.,,,,,,,x,,,,,,,https://www.bbc.com/news/uk-scotland-51644892
United Kingdom,2/27/2020,Media,,The UK Government is planning public information campaign amid concerns of an Italy-sized outbreak. ,,,,,,,,,x,,,,,https://www.theguardian.com/world/2020/feb/26/matt-hancock-clarifies-coronavirus-travel-advice-after-criticism
United Kingdom,3/1/2020,Media,1006422000,"Retired doctors and nurses in the UK could be deployed if the novel coronavirus becomes widespread across the country. Britain is also considering whether to encourage more home working and discourage unnecessary travel as part of a ""social distancing"" strategy that would delay the peak of the outbreak until later in the year, potentially helping combat the virus in warmer weather conditions.
The UK government has already pledged £40 million ($51 million) to finding a vaccine for the novel coronavirus.",,,,,,,,,,,,,,https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-01-20-intl-hnk/h_fab395d1124a912300906c4f3b4d7401
United Kingdom,3/2/2020,Official,,"On 2 March, the British Prime Minister will chair a meeting of the government emergency COBR committee on the coronavirus outbreak. The Committee will discuss, finalise and sign off a battle plan containing a detailed set of countermeasures.
A war room will also be up and running in the Cabinet Office, bringing together communications experts from across government and the NHS to roll out the public information campaign and respond quickly to cross-cutting issues.",,,,,,,,,,,,,,https://www.gov.uk/government/news/pm-to-chair-cobr-meeting-on-the-coronavirus-outbreak
United Kingdom,3/2/2020,Media,,"The British government has agreed to a UK-wide action plan to tackle the spread of coronavirus, the Prime Minister said after emergency Cobra committee meeting of ministers on 2 March. The proposals will be published in full on 3 March. Government officials indicated that emergency legislation to deal with any further outbreak may not be passed until the end of March. 
",,,,,,,,,,,,,,https://www.ft.com/content/60f9e2ec-dd39-31cc-86d9-1adaa4dde1f8
United Kingdom,3/3/2020,Official,,"The Government of UK on 3 March published Coronavirus action plan, illustrating what the health and social care system across the UK has done to tackle the coronavirus (COVID-19) outbreak, and what it plans to do next.",,,,,,,,,x,,,,,https://www.gov.uk/government/publications/coronavirus-action-plan
United Kingdom,3/3/2020,Media,,"The British army is ready to support police in maintaining public order as part of government planning for the worst-case scenario spread of coronavirus, the Prime Minister said on 3 March. The government published its ""battle plan"" for tackling the spread of coronavirus on Tuesday, including possible school closures and home working, as it warned as many as one-fifth of employees could be absent from work during peak weeks.",,,,,,,,,,x,,,,https://www.aljazeera.com/news/2020/03/british-army-standby-coronavirus-spread-200303113248092.html
United Kingdom,3/4/2020,Media,,"The London Book Fair, one of the world's biggest publishing trade fairs taking place in London, has been cancelled due to the coronavirus outbreak. ",,,,,,,,,,x,,,,https://www.aljazeera.com/news/2020/03/italy-death-toll-jumps-global-outbreak-deepens-live-updates-200303233420584.html
United Kingdom,3/4/2020,Media,1006438159,"The National Health Service (NIH) has been put on Operation Level 4 – the highest level of demand – in anticipation of a surge in cases over the next few weeks. The measures were set out in a letter to health managers from the NHS's strategic incident director for coronavirus. 
Skype calls will be given to those with long-term conditions, such as diabetes and heart disease, who attend regular outpatient clinics. Hospitals are being urged to prepare 'coronavirus wards' for large groups of infected patients to prevent the spread of the virus to other wards. NHS regional trusts have also been told to set up COVID-19 Incident Coordination Centres, which will work seven days a week to provide advice to hospitals, ambulance services and GPs. chief executives are urged to carry out coronavirus 'test runs' to practise dealing with a sudden influx of patients. Staff should also be fully trained in putting on hazmat suits, as well as the basics of washing their hands between patients.",,,,,x,,,,x,,,,,https://www.dailymail.co.uk/news/article-8071721/NHS-highest-alert-Health-chiefs-say-coronavirus-level-four-emergency.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
United Kingdom,3/5/2020,Media,,"Police have released images of four men they wish to speak to in connection with a ""racially aggravated assault"" where suspects targeted a Singapore man of Chinese ethnicity in central London.
Discrimination has been rising in many countries, with experts blaming ignorance and misinformation for racist and xenophobic attacks against people who appear to be East Asian.",,,,,,,,,x,,,,,https://www.cnn.com/2020/03/05/uk/coronavirus-racist-attack-police-intl-scli-gbr/index.html
United Kingdom,3/5/2020,Media,,"It is “highly likely” that there is now some level of community transmission of the coronavirus in the UK, the country’s Chief Medical Adviser said on 5 March. According to the official, Britain has now moved from the “contain” phase of the government’s coronavirus action plan, to the second phase of “delay.""  The delay phase of the four-stage approach to the virus will see a coordinated effort to push back the peak of the outbreak until the summer, when there are fewer winter pressures on the public health system.",,,,,x,,,,,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-05-20-intl-hnk/index.html
United Kingdom,3/5/2020,Media,1006451642,"On 5 March, the HSBC research center in London’s business hub Canary Wharf was evacuated after an employee was confirmed to have coronavirus. The bank is being deep cleaned. Colleagues on that floor, and others who came into contact with him, have been advised to work at home.  ",,,,,x,,,,,,,,,https://www.aa.com.tr/en/economy/hsbc-evacuates-london-research-center-over-coronavirus-/1756093
United Kingdom,3/5/2020,Media,1006449993,"The Catholic Church in Scotland has banned communion wine and is draining holy water from fonts to stop the spread of coronavirus. Bishops fear that elderly worshippers, the group most likely to attend Mass, are also most at risk of contracting the virus. Churchgoers are now banned from giving the sign of peace via a handskake with other congregants and holy water is being removed from the fonts of all 500 parishes in Scotland. Chalices have also been be taken out of the services.",,,,,,,,,x,,,,,https://gphin.canada.ca/cepr/showarticle.jsp?docId=1006449993
United Kingdom,3/5/2020,Media,,The English Premier League has announced traditional handshakes between teams and officials have been halted starting this weekend to avoid the spread of COVID-19..,,,,,,,,,x,,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-05-20-intl-hnk/index.html
United Kingdom,3/6/2020,Media,,"Two British Airways baggage handlers at Heathrow Airport have been infected by coronavirus. British Airways said the two staff members are recovering at home. Handlers of baggage do not usually interact with passengers, working behind the scenes to transport luggage to and from planes.",,,,,x,,,,,,,,,https://www.express.co.uk/news/uk/1251810/british-airways-coronavirus-outbreak-staff-infected-coronavirus-uk-outbreak-latest
United Kingdom,3/6/2020,Official,1006457923,"On 5 March 2020, a statutory instrument was made into law that adds COVID-19 to the list of notifiable diseases and SARS-COV-2 to the list of notifiable causative agents in United Kingdom. This change was made by adding them to the Health Protection (Notification) Regulations 2010, which requires GPs to report all cases of COVID-19 to Public Health England.",,,,,x,,,,,,,,,https://www.gov.uk/government/news/coronavirus-covid-19-listed-as-a-notifiable-disease
United Kingdom,3/6/2020,Media,,Facebook said it is closing its London offices until 9 March for for deep cleaning after a visiting employee from Singapore was diagnosed with coronavirus.,,,,,,,,,,x,,,,https://www.cnbc.com/2020/03/06/coronavirus-latest-updates-outbreak.html
United Kingdom,3/6/2020,Media,,"On 5 March, the UK government updated their travel advice, demanding British coming back from ANY part of Italy and feeling unwell to self-isolate as the UK government ramps up its coronavirus response following the country's first death. ",,,,,x,x,,,,,,,,https://www.thesun.co.uk/news/11108343/brits-returning-from-any-part-italy-told-self-isolate-government-coronavirus-advice/
United Kingdom,3/6/2020,Official,,"The Government of UK on 5 March issued guidance for COVID-19: Specified countries and areas with implications for returning travellers or visitors arriving in the UK.
Category 1: Travellers should self-isolate, even if asymptomatic, and use the 111 online coronavirus service to find out what to do next. Go home or to your destination and then self isolate. -- Wuhan city and Hubei Province of China, Iran, Daegu or Cheongdo of South Korea, Any Italian town under containment measures. 
Category 2: Travellers do not need to undertake any special measures, but if they develop symptoms they should self-isolate and call NHS 111. -- Cambodia, China (except those included in Category 1), Hong Kong, Italy (except those included in Category 1), Japan, Laos, MAcau, Malaysia, Myanmar, South Kore (except those included in Category 1), Singapore, Taiwan, Thailand, Vietnam.
The guidance for Italy, Iran, Daegu or Cheongdo (Republic of Korea), Laos, Myanmar, Cambodia and Vietnam applies to individuals who returned from these specific areas on or after 19 February 2020.",,,,,x,x,,,,,,,,https://www.gov.uk/government/publications/covid-19-specified-countries-and-areas/covid-19-specified-countries-and-areas-with-implications-for-returning-travellers-or-visitors-arriving-in-the-uk
United Kingdom,3/6/2020,Media,1006459784,"The UK government has promised an extra £46m in the fight against coronavirus. The new £46m comes from the UK's aid budget and includes up to £16m to help some of the most vulnerable countries prepare for the coronavirus.
The money will also include funds towards the development of a vaccine and a new a rapid test for the disease. A new rapid test which could provide results within 20 minutes, is being developed in a laboratory in Bedfordshire. ",,,,,,,,,,,,,x,https://www.bbc.co.uk/news/uk-51771116
United Kingdom,3/9/2020,Media,,"NHS England has confirmed it will provide GP surgeries with personal protective equipment (PPE) to help them deal with the coronavirus outbreak, following complaints from ill-equipped doctors. More than 20 GP practices in UK have been forced to close temporarily over concerns about the spread of coronavirus. NHS England has now confirmed that all practices will be issued with an initial stock of PPE including 400 general-use aprons, 300 pairs of examination gloves and 300 fluid-repellent face masks. The kits will be sent out next week. Larger surgeries will receive repeat deliveries to ensure they have sufficient amounts.",,,,,x,,,,,,,,,https://www.theguardian.com/world/2020/mar/07/coronavirus-uk-nhs-england-to-give-gp-surgeries-protective-equipment
United Kingdom,3/9/2020,Media,,"Britain’s health secretary has outlined emergency plans to deal with the impact of the coronavirus outbreak, pledging to do “all we can” to contain the virus. The plans, which will likely go through Parliament by the end of the month, are expected to include measures to allow some court proceedings to be conducted via telephone or video. Volunteers who leave their main jobs to help health care systems will also be given employment safeguards.",,,,,,,,,,,,,,https://www.mercurynews.com/2020/03/08/the-latest-2-in-congress-self-quarantine-over-virus-contact/
United Kingdom,3/9/2020,Media,,"A number of football teams in Northern Ireland are postponing matches and cancelling training after a player recently tested positive for coronavirus. The player represents Portadown-based team Hanover FC.
The other clubs affected are Coagh United in County Tyrone and Glenavy-based Crewe United in County Antrim.",,,,,,,,,,x,,,,https://www.bbc.com/news/uk-northern-ireland-51792291
United Kingdom,3/10/2020,Media,,"The National Health Service (NHS) hospital laboratories will start testing swab samples from people who are displaying symptoms of coronavirus to ease the strain on Public Health England, which had been running all tests. The move will double the number of tests that can be done every day in the UK from 2,000 to 4,000. Just under 25,000 people in Britain have now been tested.",,,,,x,,,,,,,,,https://www.theguardian.com/world/2020/mar/09/nhs-testing-people-coronavirus-ease-strain-on-phe
United Kingdom,3/10/2020,Media,,The British government is relaxing restrictions on delivery hours for shops to make sure shops remain stocked with basic items amid stockpiling concerns. Deliveries are currently restricted overnight to avoid disturbing locals. The government earlier said there was no need for coronavirus stockpiling.,,,,,,,,,x,,,,,https://www.bbc.com/news/business-51800046
United Kingdom,3/10/2020,Media,,"A UK laboratory is seeking volunteers to be infected with coronavirus, and be paid for it, in the race to find a vaccine for COVID-19. Up to 24 volunteers at a time will be infected with two common strains of coronavirus, 0C43 and 229E, which will cause mild respiratory illness. They will be kept at Hvivo’s laboratory at Queen Mary BioEnterprises Innovation Centre in east London for two weeks, with no physical contact with the outside world.",,,,,,,,,,,,x,,https://7news.com.au/lifestyle/health-wellbeing/uk-lab-seeking-to-pay-volunteers-to-be-infected-with-coronavirus-in-global-race-for-vaccine-c-737654
United Kingdom ,29/01/2020,Official,,"According to Public Health England, as of Tuesday 28 January 2020, there are currently no confirmed cases in the UK or of UK citizens abroad, and the risk to the public remains low. The Foreign and Commonwealth Office (FCO) are advising against all but essential travel to the Hubei Province. Anyone travelling to China should remain vigilant and check the latest travel advice on GOV.UK. PHE urges those who return from Wuhan in the last 14 days to stay indoors and avoid contact with other people as you would with other flu viruses and call NHS 111 to inform about the travel history",,,,,x,x,,,,,,,,https://www.gov.uk/government/news/wuhan-novel-coronavirus-and-avian-flu-advice-for-travel-to-china
United Kingdom ,2/19/2020,Media,,"The British Department of Health has said Britons returning home from the Diamond Princess cruise ship that has had more than 600 cases of novel coronavirus will be quarantined at the same NHS facility that housed people flown back to the UK from Wuhan. They will be kept in this location for the 14-day quarantine period, with around-the-clock support from medical staff at all times.",,,,,x,,,,,,x,,,https://www.theguardian.com/world/live/2020/feb/19/coronavirus-outbreak-updates-coronavirus-live-updates-hubei-deaths-china-wuhan-outbreak-japan-diamond-princess-china-business-death-toll-latest-news
United Kingdom ,3/3/2020,Media,,The British Secretary of Health said Britain is not planning to cancel mass gatherings or large sports events due to concerns about coronavirus but that legislation would be needed in case action is required in the future.,,,,,,,,,,x,,,,https://www.aljazeera.com/news/2020/03/coronavirus-deaths-china-cases-slow-live-updates-200303003539680.html
United Kingdom  ,2/21/2020,Media,,The NHS has started testing people for novel coronavirus in their own homes in London. The new approach will be expanded to other areas outside the capital in the coming weeks. The new approach is adopted to limit spread of infection across capital. ,,,,,,,,,,,,,,https://www.theguardian.com/world/2020/feb/21/nhs-to-test-londoners-for-coronavirus-at-home
United Nation,2/24/2020,Official,1006378864,"As part of the United Nations response to support the Government of China's efforts to contain and mitigate the coronavirus disease (COVID-19) outbreak in China, the United Nations Population Fund (UNFPA) is delivering critical medical supplies and sanitary items such as sanitary napkins and diapers for the frontline health workers, women and girls particularly pregnant women in Hubei province, the epicenter of the epidemic.
By 23 February, the first batch of 262,200 pieces of sanitary napkins have arrived in Wuhan, Huanggang and Xiaogan, three cities of Hubei province that are among the most affected areas. In the coming days, 315,200 pieces of adult diapers will also be delivered to Hubei. The supplies will be given to the frontline service providers, female health workers and patients to protect their health, maintain their hygiene and dignity during this special period of time. A total of 33 pieces of 8 types of life-saving medical equipment as well as 639 pieces of accessories are on the way to Hubei that will be distributed to hospitals and health facilities where health care is provided to patients infected with the virus.",,,,,x,,,,,,x,,,http://www.china.org.cn/china/2020-02/24/content_75738720.htm
United Nation,2/27/2020,Media,1006400695,The UN's human rights chief has called on governments to combat discrimination that people from Asia have faced since the outbreak of the coronavirus began in central China. The commissioner said measures to protect against the virus need to be carried out proportionately and that people in quarantine must be guaranteed their human rights. ,,,,,,,,,x,,,,,https://www.dw.com/en/coronavirus-updates-who-says-virus-has-pandemic-potential/a-52549401
United Nation,3/1/2020,Official,,"UN Humanitarian Chief has released US$15 million from the Central Emergency Response Fund (CERF) to help fund global efforts to contain the COVID-19 virus. The UN funding has been released to the WHO and the United Nations Children’s Fund (UNICEF). It will fund essential activities including monitoring the spread of the virus, investigating cases, and the operation of national laboratories.

",,,,,,,,,,,,,,https://www.who.int/news-room/detail/01-03-2020-un-releases-us-15-million-to-help-vulnerable-countries-battle-the-spread-of-the-coronavirus
United Nation,3/3/2020,Media,,"The UN has postponed its annual meeting on gender equality, forcing the cancellation of hundreds of events across New York next week, over concerns about transmission of the coronavirus. Member states have cancelled all side events organised during the two-week Commission on the Status of Women (CSW), which was to begin on 2 March.",,,,,,,,,,x,,,,https://www.theguardian.com/world/live/2020/mar/03/coronavirus-live-updates-china-latest-news-us-australia-deaths-markets-italy-iran-update-cases-italy-south-korea-japan
United Nation,3/5/2020,Media,,"The United Nations has voiced concern over the disruption caused by the Republic of Cyprus government's temporary closure of several crossings on the divided island's ceasefire line over the coronavirus crisis. The island is divided between the Republic of Cyprus, a European Union member state, and the Turkish Republic of Northern Cyprus, which is recognised only by Ankara.",,x,,,,,,,,,,,,https://www.aljazeera.com/news/2020/03/backs-83bn-funds-china-death-toll-tops-3000-live-updates-200305000715579.html
United Nation,3/5/2020,Media,,"Almost 300 million students in thirteen countries have had their education disrupted by school closures over coronavirus, the United Nations Educational, Scientific and Cultural Organization (UNESCO) said.  UNESCO said the 290.5 million number only includes the countries with nationwide shutdowns. An additional nine countries have implemented localized school closings. According to the agency, school closures are problematic for the students’ learning achievement and also for parents struggling to balance work with childcare.
UNESCO will convene an emergency meeting of education ministers on 10 March to share responses and strategies to maintain the continuity of learning and assure inclusion and equity.


",,,,,,,,,,x,,,,https://edition.cnn.com/asia/live-news/coronavirus-outbreak-03-05-20-intl-hnk/index.html
United Nation,3/6/2020,Media,,"A UN climate conference in Uganda, scheduled for April, has been postponed over concerns surrounding coronavirus.",,,,,,,,,,x,,,,https://www.dw.com/en/coronavirus-latest-global-cases-reach-100000/a-52657896
United States,29/01/2020,Media,1006201736,"Facebook became the first major U.S. company to announce a travel suspension after the U.S. government’s warning, saying it had asked employees to halt non-essential travel to mainland China and to work from home if they had travelled there. U.S. rival Goldman Sachs Group imposed similar measures",,,,,,,,,,,,,x,
United States,29/01/2020,Media,1006204322,New Mexico State University says its study abroad office will not be sending students to China and the school will follow the U.S. State Department’s travel warning of “reconsider travel” to China until further notice.,x,,x,x,,x,x,,,,,,,https://www.citynews1130.com/2020/01/29/new-mexico-state-to-halt-student-trips-to-china-amid-virus/
United States,29/01/2020,media,1006204251,"Florida State University has announced a suspension of travel to all parts of China. The statement, released by the FSU Controller's Office, says the move comes as the CDC recommends travelers avoid ""all nonessential travel,"" to the country while outbreaks of the respiratory coronavirus are ongoing.",x,,x,x,,x,x,,,,,,,https://www.wctv.tv/content/news/FSU-suspending-all-travel-to-China-due-to-coronavirus-outbreak-567399501.html
United States,30/01/2020,Official,,"CDC on 29 January issued a media statement to notify that the flight carrying approximately 210 U.S. citizens from Wuhan had arrived at March Air Reserve Base in California. 
• The plane was met by a team of CDC medical officers deployed there to assess the health of the passengers. The passengers have been screened, monitored and evaluated by medical personnel every step of the way, including before takeoff, during the flight, during a refueling in Anchorage, Alaska, and now post-arrival. CDC staff have conducted risk assessments to ensure the health of each traveler, including temperature checks and observing for respiratory symptoms.
• CDC will work with the California Department of Public Health and Riverside County Public Health to transport any passenger exhibiting symptoms to a hospital for further evaluation. Passengers not exhibiting symptoms of exposure, will be asked to stay on the base in housing to allow CDC medical officers to perform more thorough screening and to better understand each individual’s exposure.
• At this time, CDC continue to believe the risk of coronavirus exposure to the general public is low.

",,,,,x,,,,,,,,x,https://www.cdc.gov/media/releases/2020/s0129-repatriated-US-citizens.html
United States,30/01/2020,Media,,"Google is temporarily shutting down all of its China offices due to the coronavirus outbreak, the company confirmed to media on 29 January. The shutdown includes all offices in mainland China, as well as Google’s offices in Hong Kong and Taiwan. it’s also placed temporary business travel restrictions on flying to mainland China and Hong Kong. The company is also advising employees currently in China, and employees who have immediate family members returning from the country, return home as soon as possible and to work from home for at least 14 days from their departure date.",,,,,x,x,x,,,,,,,https://www.theverge.com/2020/1/29/21113817/coronavirus-google-china-offices-temporary-closing-virus-outbreak-risk
United States,30/01/2020,Media,"1006209850

","Johnson & Johnson on 29 January said that it is launching a ""multi-pronged"" response to the novel coronavirus.  Efforts include developing a vaccine candidate against 2019-nCoV and ""broadly"" collaborating with others to screen a library of compounds with potential to fight the infection. Johnson & Johnson will also review known pathways in coronavirus pathophysiology to determine whether previously tested drugs can be used to boost survival rates of patients who have contracted 2019-nCoV and reduce severity of disease in non-lethal cases. Further, the company said it has donated its HIV drug Prezcobix (darunavir/cobicistat) at the request of Chinese health authorities who are evaluating its potential in fighting the virus. 
Meanwhile, Moderna and Inovio Pharma have confirmed they will also start work on developing potential vaccines against the new coronavirus.
 AbbVie has said that it has donated about $2 million worth of the HIV drug Kaletra ((lopinavir/ritonavir) as an ""experimental option"" in response to a request by Chinese health authorities, but it noted that China, not the drugmaker, is leading testing of the therapy for treating coronavirus. ",,,,,,,,,,,,x,,http://www.firstwordpharma.com/node/1696913?tsid=28®ion_id=2
United States,30/01/2020,Media,1006209818,"With many Americans in Wuhan expressing frustration over being stuck there, the United States is now coordinating further flights out for U.S. citizens remaining in Wuhan, who will have to reimburse the government for the cost.",,,,,,,,,,,x,,,https://www.washingtonpost.com/world/asia_pacific/china-coronavirus-live-updates/2020/01/30/1da6ea52-4302-11ea-b5fc-eefa848cde99_story.html
United States,30/01/2020,Media,,"The Defense Secretary said the Pentagon would circulate a new directive on 30 January, advising U.S. military forces worldwide “about precautions they should take” and “how to recognize the signs and symptoms” of the coronavirus. The Hawaii-based Indo-Pacific Command will also be taking unspecified measures.",,,,,x,,,,,,,,,https://www.washingtonpost.com/world/asia_pacific/china-coronavirus-live-updates/2020/01/30/1da6ea52-4302-11ea-b5fc-eefa848cde99_story.html
United States,30/01/2020,Media,1006209412,"A Philadelphia-based pharmaceutical company is helping to fast-track a vaccine to help quell the deadly coronavirus outbreak. Backed by a fresh $9 million grant from the Coalition for Epidemic Preparedness Innovations (CEPI), which receives money from public and private funding, Inovio Pharmaceuticals will begin developing the vaccine along with University of Pennsylvania-based research facility, the Wistar Institute, to ensure that it is available within the next few months.",,,,,,,,,,,,x,,
United States,1/31/2020,Official,,"CDC on 30 January held a meida conference to brief the first confirmation of Person-to-Person Spread of 2019-nCoV in the United States. CDC Director's indicated that CDC experts have expected some person-to-person spread in the US based on what they've seem in China and other countries, however, CDC still believe the immediate risk to the American public is low. ",,,,,,,,,,,,,,https://www.cdc.gov/media/releases/2020/p0130-coronavirus-spread.html
United States,1/31/2020,Media,,"The Trump administration launched a task force with a brief to protect the United States from the fast-spreading coronavirus, as the country prepared to evacuate more of its citizens from Wuhan, China. In a statement on 30 January, the U.S. State Department said Washington would arrange extra evacuation flights from Wuhan with capacity for private U.S. citizens, on or about 3 February.",,,,,,,,,,,x,,,"https://www.reuters.com/article/us-china-health-usa-wuhan-idUSKBN1ZT103
"
United States,1/31/2020,Media,,"Media repeort quoted US Health and Human Services Secretary on 28 January saying that China refused two direct offers from the US to send infectious disease experts to help fight the virus's spread, and a third made via the World Health Organization. The Official urged China to be more 'transparent and cooperative' . The WHO announced earlier that China had agreed to let its international experts into the country to learn more about the coronavirus ",,,,,,,,,,,,,,https://www.dailymail.co.uk/health/article-7940139/China-turned-offer-send-scientists-fight-coronavirus.html
